 Acronym,Name,Link,Location,Submission deadline,Start date,Topics,Area
PATMOS2018,"28th International Symposium on Power and Timing Modeling, Optimization and Simulation",https://easychair.org/cfp/patmos2018,"Platja D'Aro, Spain",11-Mar-18,2-Jul-18,"['power analysis and optimization', 'timing and performance of ics', 'ultra low power for iot', 'neuro inspired reconfigurable accelerators']",Technology
SIGDOC '18,SIGDOC 2018,https://easychair.org/cfp/sigdoc18,"Milwaukee, WI, United States",,2-Aug-18,[],Technology
IoT-ASAP 2018,"Second International Workshop on Engineering IoT Systems: Architectures, Services, Applications, and Platforms",https://easychair.org/cfp/IoT-ASAP_2018,"Seattle, WA, United States",,30-Apr-18,"['iot', 'architectures', 'platforms', 'services and applications']",Technology
BD4EI 2018,Industrial Big Data Platforms Enabling Enterprise Interoperability for Smart Services,https://easychair.org/cfp/BD4EI-2018,"Berlin, Germany",6-Mar-18,20-Mar-18,"['internet of things', 'ontology alignment', 'big data platforms', 'enterprise interoperability']",Technology
NCDCM 2017,"National Conference on Data Science, Communication and Multimedia",https://easychair.org/cfp/ncdcm2017,"Dindigul, India",25-Dec-17,29-Dec-17,"['data science', 'communication', 'multimedia']",Technology
CESI 2018,6th International Workshop on Conducting Empirical Studies in Industry,https://easychair.org/cfp/CESI2018,"Gothenburg, Sweden",5-Feb-18,28-May-18,"['empirical software engineering', 'technology transfer', 'industry academia collaboration', 'empirical research on industrial practice']",Technology
IAPRI 2018,21st IAPRI World Conference on Packaging,https://easychair.org/cfp/IAPRI-2018,"Zhuhai, China",15-Jan-18,19-Jun-18,[],Technology
ACA 2018,Association of Canadian Archivists,https://easychair.org/cfp/ACA_2018,"Edmonton, Canada",31-Jan-18,7-Jun-18,"['archival theory', 'preserving digital media', 'tracing provenance of digital records']",Technology
ESSoS 2018,10th International Symposium on Engineering Secure Software and Systems,https://easychair.org/cfp/ESSoS2018,"Paris, France",9-Mar-18,26-Jun-18,"['computer security', 'software engineering', 'software security', 'secure systems']",Technology
MICS 2018,Midwest Instruction and Computing Symposium 2018,https://easychair.org/cfp/MICS2018,"Duluth, MN, United States",16-Mar-18,6-Apr-18,"['computer science', 'programming', 'software engineering', 'computer science education']",Technology
ICRAIE-2018,3rd International Conference and Workshops  on Recent Advances and Innovations in Engineering,https://easychair.org/cfp/icraie-2018,"Jaipur, India",31-May-18,22-Nov-18,"['electrical engineering', 'computer engineering / information technology', 'electronics and communication engineering']",Technology
CREST 2018,"3rd Workshop on formal reasoning about Causation, Responsibility, and Explanations in Science and Technology",https://easychair.org/cfp/CREST2018,"Thessaloniki, Greece",7-Feb-18,21-Apr-18,"['causality', 'causal analysis', 'accountability', 'fault analysis']",Technology
CAL2018,Conférence francophone sur les Architectures Logicielles 2018,https://easychair.org/cfp/CAL2018,"Grenoble, France",30-Mar-18,12-Jun-18,"['software architecture', 'software engineering']",Technology
SEST 2018,International Conference on Smart Energy Systems and Technologies,https://easychair.org/cfp/SEST2018,"Sevilla, Spain",1-Mar-18,10-Sep-18,"['sensors', 'communications', 'network', 'management']",Technology
ICOGE 2018,2018 2nd International Conference on Green Energy,https://easychair.org/cfp/ICOGE2018,"Kuala Lumpur, Malaysia",5-Apr-18,12-Aug-18,"['oil', 'renewable energy', 'climate', 'power']",Technology
ICSGSC 2018,2018 2nd International Conference on Smart Grid and Smart Cities,https://easychair.org/cfp/ICSGSC2018,"Kuala Lumpur, Malaysia",5-Apr-18,12-Aug-18,"['smart grid', 'smart city', 'energy', 'communication']",Technology
BPOE-9,"The Ninth Workshop on Big Data Benchmarks, Performance, Optimization and Emerging Hardware",https://easychair.org/cfp/bpoe-9,"Williamsburg, VA, United States",1-Feb-18,25-Mar-18,"['low latency big data computing', 'workload characterization', 'big data benchmarking', 'big data']",Technology
pHIWtE18,1st Workshop on Personalized Health & Intelligent Workplaces Transforming Ergonomics,https://easychair.org/cfp/pHIWtE18,"Rome, Italy",1-Mar-18,25-Jun-18,"['digital ergonomics', 'personalized healthcare', 'wearables and iot services', 'pervasive sensitive services']",Technology
ISWC2018,17th International Semantic Web Conference,https://easychair.org/cfp/iswc2018-wt,"Monterey, CA, United States",21-Jan-18,8-Oct-18,"['semantic web', 'linked data', 'artificial intelligence']",Technology
AISB2018SI,AISB 2018 Swarm Intelligence & Evolutionary Computation,https://easychair.org/cfp/AISB2018SI,"Liverpool, UK",5-Jan-18,6-Apr-18,"['swarm intelligence', 'evolutionary computation', 'neural network', 'complex systems']",Technology
KuI 2018,16th Conference Culture and Computer Science,https://easychair.org/cfp/kui2018,"Berlin, Germany",30-Jan-18,24-May-18,"['hybrid systems', 'augmented reality', 'virtual reality', 'crowd sourcing']",Technology
WCGW2018,"""What Could Go Wrong?!"" - Lessons learned when doing HRI user studies with off-the-shelf social robots",https://easychair.org/cfp/WCGW2018,"Chicago, IL, United States",4-Feb-18,5-Mar-18,[],Technology
WICTA 2018,5th International Workshop on ICT for Auditing,https://easychair.org/cfp/WICTA2018,"Caceres, Spain",28-Feb-18,13-Jun-18,[],Technology
Algotel2018,20eme Rencontres Francophones sur les Aspects Algorithmiques de Télécommunications,https://easychair.org/cfp/Algotel2018,"Roscoff, France",16-Feb-18,29-May-18,"['algorithms', 'computer networks']",Technology
sociallyacceptableCHI-18,First annual workshop on (Un)Acceptable!?! -- Re-thinking the Social Acceptability of Emerging Technologies,https://easychair.org/cfp/sociallyacceptableCHI18,"Montreal, Canada",27-Jan-18,,"['technology acceptance', 'user research', 'emerging technologies', 'social acceptability']",Technology
HPPAC'18,"The 14th Workshop on High-Performance, Power-Aware Computing",https://easychair.org/cfp/hppac_18,"Vancouver, British Columbia, Canada",29-Jan-18,21-May-18,[],Technology
PPT 2018,Personalizing Persuasive Technologies Workshop,https://easychair.org/cfp/PPT-2018,"Waterloo, Canada",2-Feb-18,16-Apr-18,"['human computer interaction', 'user experience', 'information systems', 'persuasive technologies']",Technology
BARC2018,Boston Area Architecture Workshop 2018,https://easychair.org/cfp/barc2018,"Cambridge, MA, United States",5-Jan-18,26-Jan-18,"['gpus', 'i/o', 'memory', 'cpu']",Technology
ICERA 2018,International Conference on Engineering and Research Application 2018,https://easychair.org/cfp/ICERA2018,"Thai Nguyen, Viet Nam",1-Sep-18,1-Dec-18,"['mechanical engineering', 'information and communication technology', 'mechatronics and micro mechatronics', 'electrical and electronics engineering']",Technology
EGOV-CeDEM-ePart 2018,EGOV-CeDEM-ePart 2018,https://easychair.org/cfp/EGOV-CeDEM-ePart-2018,"Krems, Austria",17-Mar-18,3-Sep-18,"['e democracy', 'e participation', 'e government']",Technology
PowerAfrica 2018,2018 5th IEEE PES & IAS PowerAfrica Conference,https://easychair.org/cfp/powerafrica2018,"Cape Town, South Africa",22-Jan-18,26-Jun-18,[],Technology
TAL 2018,Sixth International Symposium on Tonal Aspects of Languages,https://easychair.org/cfp/tal2018,"Berlin, Germany",22-Feb-18,18-Jun-18,"['phonology and phonetics of tones', 'typology of tones', 'tone production and perception', 'acquisition and learning/teaching of tones']",Technology
escar_2018,16th escar Europe,https://easychair.org/cfp/escar_2018,,2-Jul-18,13-Nov-18,"['data protection', 'blockchain', 'v2x communications', 'automotive cyber security']",Technology
FiUSE 2018,The 1st International Workshop on Fog Computing in Internet of Things and Ubiquitous Systems Engineering,https://easychair.org/cfp/FiUSE-2018,"Tallinn, Estonia",4-Mar-18,11-Jun-18,"['fog computing', 'internet of things', 'edge computing', u'systems engineering\u2028']",Technology
HotCloudPerf-2018,"The First Workshop on Hot Topics in Cloud Computing Performance: ""Performance in the cloud datacenter�?,https://easychair.org/cfp/HotCloudPerf-2018,Berlin",https://easychair.org/cfp/HotCloudPerf-2018,"Berlin, Germany",15-Jan-18,,"['cloud computing', 'performance', 'mirco service', 'serverless computing']",Technology
ICCDN-2018,"International Conference on Communication, Devices and Networking",https://easychair.org/cfp/ICCDN-2018,"Rangpo, India",28-Feb-18,2-Jun-18,"['microwave', 'wireless communication', 'electronics']",Technology
RESEC 2018,The First Radical and Experiential Security Workshop,https://easychair.org/cfp/RESEC-2018,"Incheon, South Korea",29-Jan-18,5-Jun-18,"['security', 'cybersecurity']",Technology
IVA 2018,Intelligent Virtual Agents,https://easychair.org/cfp/IVA2018,"Sydney, Australia",15-May-18,5-Nov-18,"['theoretical foundations of virtual agents', 'agent modelling and evaluation', 'agents in games and simulations', 'applications of virtual agents']",Technology
AST 2018,13th IEEE/ACM International Workshop on Automation of Software Test,https://easychair.org/cfp/AST2018,"Gothenburg, Sweden",5-Feb-18,28-May-18,"['testing', 'test automation', 'ai and machine learning']",Technology
AFRICACRYPT 2018,"1Oth International Conference on Cryptology, AFRICACRYPT 2018",https://easychair.org/cfp/AFRICACRYPT-2018,"Marrakesh, Morocco",,7-May-18,"['cryptography', 'information security', 'codes']",Technology
IAS-15,The 15th Intelligent Autonomous Systems Conference,https://easychair.org/cfp/IAS-15,"Baden-baden, Germany",1-Feb-18,11-Jun-18,[],Technology
SIMS2018,The 59th Scandinavian conference on Simulation and Modeling,https://easychair.org/cfp/sims2018oslo,"Oslo, Norway",16-Apr-18,26-Sep-18,"['modeling', 'simulation', 'optimization', 'engineering applications']",Technology
ICACT 2018,International Conference on Advancements in Computing Technologies,https://easychair.org/cfp/ICACT_2018,"Chennai, India",25-Jan-18,2-Feb-18,"['cloud computing', 'data mining', 'big data and iot', 'image editing']",Technology
TAP 2018,Tests and Proofs,https://easychair.org/cfp/TAP2018,"Toulouse, France",23-Feb-18,26-Jun-18,"['test', 'formal methods', 'combination of verification technics']",Technology
OpenStreaML 2017-18,Stream Machine Learning Open Challenge 2017-2018,https://easychair.org/cfp/OpenStreaML2017-18,,,31-May-18,"['big data', 'linked data', 'semantic web', 'benchmarking']",Technology
CoRI 2018,International Conference on Computing Research and Innovations,https://easychair.org/cfp/cori2018,"Ibadan, Nigeria",15-Apr-18,8-Aug-18,"['computer science', 'computing', 'information technology', 'technology']",Technology
AVI 2018,International Conference on Advanced Visual Interfaces 2018,https://easychair.org/cfp/avi2018,"Castiglione Della Pescaia, Italy",20-Jan-18,29-May-18,[],Technology
SREC18,Social Robots in therapy: focusing on autonomy and Ethical Challenges,https://easychair.org/cfp/SREC18,"Chicago, IL, United States",26-Jan-18,5-Mar-18,"['shared autonomy in social robots', 'ethical systems and challenges', 'acceptance studies on social robots', 'long term therapeutic studies']",Technology
The 11th APSCOM2018,"International Conference on Advances in Power System Control, Operation and Management 2018",https://easychair.org/cfp/The11thAPSCOM2018,"Hong Kong, Hong Kong",31-Jul-18,12-Nov-18,"['smart grid technology', 'management and planning', 'operation and control', 'end use management']",Technology
YRS 2018,3rd Y4iT Research Summit 2018,https://easychair.org/cfp/YRS_2018,"Quezon City, Philippines",31-Jan-18,9-Mar-18,"['information system / information technology', 'computer science', 'computer engineering']",Technology
MAPR 2018,2018 1st INTERNATIONAL CONFERENCE ON MULTIMEDIA ANALYSIS AND PATTERN RECOGNITION (MAPR 2018),https://easychair.org/cfp/MAPR2018,"Ho Chi Minh City, Viet Nam",31-Jan-18,5-Apr-18,"['pattern recognition and machine learning', 'multimedia analysis', 'biomedical image analysis and biometrics', 'computer vision and robot vision']",Technology
CSBPS 2018,Computer Science Brunel PhD Symposium,https://easychair.org/cfp/CSBPS-2018,"Uxbridge, UK",1-Feb-18,27-Apr-18,['computer science'],Technology
CLCA 2018,Latin American Conference on Automatic Control 2018,https://easychair.org/cfp/CLCA2018,"Quito, Ecuador",15-Feb-18,24-Oct-18,"['process control', 'power systems', 'control systems', 'mechatronics robotics and components']",Technology
Emotions@AISB 2018,Emotion Modeling and Detection in Social Media and Online Interaction,https://easychair.org/cfp/EmotionsAISB2018,"Liverpool, UK",19-Jan-18,4-Apr-18,"['social media', 'online interaction']",Technology
DHPCC18,Distributed & Heterogeneous Programming in C and C++,https://easychair.org/cfp/DHPCC18,"Oxord, UK",9-Feb-18,15-May-18,"['parallel computing', 'heterogeneous computing', 'opencl']",Technology
ICACDS 2018,International Conference on Advances in Computing and Data Sciences,https://easychair.org/cfp/ICACDS2018,"Dehradun, India",31-Jan-18,20-Apr-18,"['advanced computing', 'ubiquitous computing', 'data sciences and security', 'smart computing']",Technology
CIRC 2018,2018 International Workshop on Cyber Insurance and Risk Controls (CIRC),https://easychair.org/cfp/circ2018,"Glasgow, Scotland, UK",26-Feb-18,11-Jun-18,"['cyber insurance', 'cybersecurity metrics and their measurements', 'security controls and standards', 'cyber risk assessment']",Technology
SER&IP 2018,5th International Workshop on Software Engineering Research and Industrial Practice,https://easychair.org/cfp/SERIP2018,"Gothenburg, Sweden",5-Feb-18,27-May-18,"['software engineering', 'empirical research']",Technology
MOVICI-MOYCOT-2018-WTDSME,MOVICI-MOYCOT 2018 Workshop: Technologies and developments in electric mobility systems,https://easychair.org/cfp/MOVICI-MOYCOT-2018WTDSME,"Medellin, Colombia",2-Mar-18,18-Apr-18,"['energy storage systems', 'electrical power grid', 'routes and driving strategies', 'electric vehicles charging systems']",Technology
PETRA 2018,11th International Conference on PErvasive Technologies Related to Assistive Environments,https://easychair.org/cfp/PETRA2018,"Corfu, Greece",23-Jan-18,26-Jun-18,"['human computer interaction', 'affective computing', 'human robot interaction', 'cyber physical systems']",Technology
C2IS-SEA 2018,"The 1st Codes, Cryptology & Information Security Southeast Asia 2018",https://easychair.org/cfp/C2IS_SEA_2018,"Putrajaya, Malaysia",5-Feb-18,9-Jul-18,"['information security', 'codes', 'cryptology']",Technology
DocEng 2018,The 18TH ACM Symposium on Document Engineering (Workshops & Tutorials),https://easychair.org/cfp/doceng2018TutorialsWorkshops,"Halifax, Canada",15-Dec-17,,"['document management', 'text mining', 'document analysis']",Technology
DCBDP 2018,4th National Conference on Distributed Computing and Big Data Processing,https://easychair.org/cfp/DCBDP2018,"Tabriz, Iran",20-Mar-18,16-May-18,"['parallel and distributed computing', 'big data processing', 'social and complex networks analysis', 'machine vision and image processing']",Technology
MLRec 2018,4th International Workshop on Machine Learning Methods for Recommender Systems,https://easychair.org/cfp/MLRec2018,"San Diego, CA, United States",15-Jan-18,2-May-18,"['recommender system', 'recommender algorithm', 'empirical study of recommender system', 'deep learning for recommendation']",Technology
iWAPT 2018,The Thirteenth International Workshop on Automatic Performance Tuning,https://easychair.org/cfp/iwapt2018,"Vancouver, Canada",,25-May-18,[],Technology
SEDSEAL 2018,International Workshop on Semantics in the Deep: Semantic Analytics for Big Data,https://easychair.org/cfp/SEDSEAL-2018,"Rhodes, Greece",,25-May-18,[],Technology
NACP2018,National  Academic Conference for  Staff in Higher Education Institution,https://easychair.org/cfp/ncsap2018,"Surin, Thailand",31-Mar-18,10-May-18,"[u'\u0e21\u0e19\u0e38\u0e29\u0e22\u0e28\u0e32\u0e2a\u0e15\u0e23\u0e4c\u0e41\u0e25\u0e30\u0e2a\u0e31\u0e07\u0e04\u0e21\u0e28\u0e32\u0e2a\u0e15\u0e23\u0e4c', u'\u0e27\u0e34\u0e17\u0e22\u0e32\u0e28\u0e32\u0e2a\u0e15\u0e23\u0e4c\u0e41\u0e25\u0e30\u0e40\u0e17\u0e04\u0e42\u0e19\u0e42\u0e25\u0e22\u0e35']",Technology
COMPDES2018,XI Congreso Iberoamericano de Computación para el Desarrollo,https://easychair.org/cfp/compdes2018,"San Carlos, Costa Rica",15-Mar-18,25-Jul-18,"['internet of things', 'artificial intelligence and big data', 'mobile and cloud computing', 'innovation and entrepreneurship']",Technology
BTA 2018,First IEEE Workshop on Blockchain Technologies and Applications,https://easychair.org/cfp/BTA2018,"Orlando, NY, United States",12-Jan-18,13-Apr-18,"['blockchain', 'security', 'applications']",Technology
SADFE18,International Conference on Systematic Approaches to Digital Forensics Engineering,https://easychair.org/cfp/SADFE18,"San Francisco, CA, United States",31-Jan-18,24-May-18,"['digital data and evidence management', 'digital evidence integrity and analytics', 'embedded device forensics', 'principles of digital forensic processes']",Technology
JCSSE2018,The 15th International Joint Conference on Computer Science and Software Engineering,https://easychair.org/cfp/JCSSE2018,"Nakhon Pathom, Thailand",,11-Jul-18,"['computer science', 'software engineering', 'information technology']",Technology
ICDLT 2018,2018 2nd International Conference on Deep Learning Technologies,https://easychair.org/cfp/ICDLT2018,"Chongqing, China",,27-Jun-18,"['robotics', 'software', 'hardware', 'learning technologies']",Technology
ICOIE 2018,2018 International Conference on Open and Innovative Education,https://easychair.org/cfp/ICOIE2018,"Kowloon, Hong Kong",25-Feb-18,4-Jul-18,"['open education', 'learning analytics', 'innovative education', 'virtual learning']",Technology
ICIVC 2018,"2018 3rd IEEE International Conference on Image, Vision and Computing",https://easychair.org/cfp/ICIVC2018,"Chongqing, China",,27-Jun-18,"['image processing', 'visualization', 'face recognition', 'computing']",Technology
IAT-2018,Recent Advances in Intelligent Assistive Technologies: Paradigms and Applications,https://easychair.org/cfp/IAT-2018,"Cham, Switzerland",28-Feb-18,,"['assistive technology', 'artificial intelligence', 'rehabilitation technology']",Technology
DecisionCAMP2018,DecisionCAMP 2018,https://easychair.org/cfp/DecisionCAMP-2018,"Luxembourg City, Luxembourg",1-Sep-18,17-Sep-18,"['business rules and decision modeling', 'decision testing and execution', 'predictive and prescriptive analytics', 'decision optimization']",Technology
SCS-NCC�?018,21st Saudi Computer Society National Computer Conference,https://easychair.org/cfp/scs-ncc2018,"Riyadh, Saudi Arabia",15-Mar-18,25-Apr-18,"['national security', 'social media', 'biometrics', 'computer applications']",Technology
ACIT 2018,"International Conference ""Advanced Computer Information Technologies""",https://easychair.org/cfp/ACIT-2018,"Ceske Budejovice, Czech Republic",8-Apr-18,1-Jun-18,"['mathematical modeling', 'software engineering', 'artificial intelligence', 'computer security']",Technology
CRE18,4th Workshop on Continuous Requirements Engineering,https://easychair.org/cfp/CRE20,"Utrecht, Netherlands",15-Jan-18,19-Mar-18,"['methods for continuous requirements engineering', 'enterprise architectures and continuous engineering', 'requirements monitoring of cre', 'cre for adaptive systems']",Technology
DCSI 2018,Dalhousie Computer Science In-house Conference 2018,https://easychair.org/cfp/dcsi2018,"Halifax, Canada",13-Dec-17,24-Jan-18,"['computer science', 'informatics', 'health informatics', 'e commerce']",Technology
OpenSQA 2017-18,Scalable Question Answering Open Challenge 2017-2018,https://easychair.org/cfp/OpenSQA2017-18,,,31-May-18,"['big data', 'linked data', 'semantic web', 'benchmarking']",Technology
ICIAME2018,4th International Conference on Innovations in Automation and Mechatronics Engineering 2018,https://easychair.org/cfp/iciame2018,"Gujarat, India",31-Dec-17,2-Feb-18,"['automation and mechatronics', 'mechanical (design thermal manufacturing)', 'electronics and electrical']",Technology
ICIST2018,2018 International Conference on Intelligent Science and Technology,https://easychair.org/cfp/ICIST-2018,"London, UK",5-Feb-18,30-Jun-18,"['intelligent science', 'intelligent technology']",Technology
HPCCT 2018,2018 2nd High Performance Computing and Cluster Technologies Conference,https://easychair.org/cfp/HPCCT2018,"Beijing, China",20-Feb-18,22-Jun-18,"['communications', 'networks', 'languages', 'algorithms']",Technology
ICITS2018,2018 The 6th International Conference on Information Technology and Science,https://easychair.org/cfp/ICITS2018,"Bangkok, Thailand",,28-Jun-18,"['information technology', 'information science', 'modeling and simulation', 'communications and networking']",Technology
ICON 2018,IoT International Conference 2018,https://easychair.org/cfp/ICON2018,"Ratnagiri, India",28-Jan-18,9-Mar-18,"['internet of things', 'big data analytics', 'cloud computing and virtualization', 'iot hardware and protocols']",Technology
TSB 2018,The 30th annual meeting of the Thai Society for Biotechnology and International Conference,https://easychair.org/cfp/TSB2018,"Bangkok, Thailand",15-Aug-18,22-Nov-18,['biotechnology'],Technology
ICLAD 2018,ILSAS Conference on Learning & Development 2018,https://easychair.org/cfp/iclad2018,"KUALA LUMPUR, Malaysia",30-Sep-18,3-Oct-18,[],Technology
PdM 2018,Predictive Maintenance Symposium - 2018,https://easychair.org/cfp/pdm2018,"Bhubaneswar, India",7-Jan-18,24-Jan-18,"['predictive maintenance', 'plant diagnostics', 'condition monitoring', 'reliability program']",Technology
SPIDA18,Workshop on Security Protocol Implementations: Development and Analysis,https://easychair.org/cfp/SPIDA18,"London, UK",12-Jan-18,23-Apr-18,[],Technology
CNRIA'2018,8e ConféreNce sur la Recherche en Informatique et ses Applications,https://easychair.org/cfp/cnria2018,"Ziguinchor, Senegal",21-Dec-17,18-Apr-18,"[u'syst\xe8mes r\xe9seaux s\xe9curit\xe9 et hpc', u't\xe9l\xe9communication signaux et images', u'graphes mod\xe9lisation et optimisation', u'donn\xe9es connaissances et web']",Technology
ICDE 2018,"1st International Conference on Digital Entrepreneurship: Prospects, Perils, Dividends and Challenges",https://easychair.org/cfp/icde2018,"Bengaluru, India",20-Feb-18,19-Apr-18,"['sustainable digital entrepreneurship', 'technologies enablers and ecosystems', 'digital innovation and entrepreneurship', 'success stories (national and international)']",Technology
ICCCC2018,2018  7th International Conference on Computers Communications and Control (ICCCC),https://easychair.org/cfp/ICCCC2018,"Oradea, Romania",15-Jan-18,8-May-18,"['affective computing', 'network optimization and security', 'advances in fuzzy systems', 'brain inspired nano architectures']",Technology
2018 - ICSTEM,"2018 - International Conference on Science, Technology, Engineering and Management",https://easychair.org/cfp/icstem18,"Coimbatore, India",15-Mar-18,23-Mar-18,"['mechanical engineering', 'electrical engineering', 'biotechnology', 'electronics and communication']",Technology
ToRK 2018,Türkiye Robotbilim Konferansı 2018,https://easychair.org/cfp/ToRK2018,"Istanbul, Turkey",15-Jan-18,12-Apr-18,[],Technology
ICADIWT2018,Ninth International Conference on the Application of Digital Information and Web Technologies,https://easychair.org/cfp/ICADIWT-2018,"Porto, Portugal",1-Apr-18,25-Jun-18,"['web applications', 'internet communication', 'digital communication software', 'internet technologies']",Technology
CCTES18,Computational and Characterization Techniques in Engineering & Sciences,https://easychair.org/cfp/CCTES18,"Lucknow, India",20-Jul-18,14-Sep-18,"['electronics engineering', 'computer engineering', 'renewable and sustainable energy', 'design materials and manufacturing']",Technology
ASPLOS_SRC18,ASPLOS 2018 ACM Student Research Competition,https://easychair.org/cfp/ASPLOS-SRC-18,"Williamsburg, VA, United States",8-Dec-17,24-Mar-18,[],Technology
ICWR2018,4th International Conference on Web Research,https://easychair.org/cfp/ICWR2018,"Tehran, Iran",21-Jan-18,25-Apr-18,"['web', 'social networks', 'internet', 'information']",Technology
SCTC2018,The 15th Spacecraft Charging Technology Conference,https://easychair.org/cfp/SCTC2018,"Kobe, Japan",15-Feb-18,25-Jun-18,"['spacecraft charging', 'space plasma']",Technology
ICT4M 2018,The 7th International Conference on Information and Communication Technology for the Muslim World,https://easychair.org/cfp/ict4m2018,"Kuala Lumpur, Malaysia",,22-Jul-18,"['islamic applications', 'innovation in islamic finance', 'information system governance and challenges', 'computing technologies and applications']",Technology
CONCEPT-2018,National Conference on Current & Emerging Process Technologies,https://easychair.org/cfp/CONCEPT-2018,"Erode, India",20-Jan-18,9-Feb-18,"['chemical and biochemical engineering', 'energy environment and nanotechnology', 'food and nutrition', 'metals materials process instrumentation control']",Technology
ICIES-2018,1st International Conference on Interdisciplinary Engineering and Sciences-2018,https://easychair.org/cfp/ICCEI-2018,"Pune, India",22-Feb-18,23-Mar-18,"['computer engineering', 'electrical engineering', 'civil engineering', 'mechanical engineering']",Technology
iRODS UGM 2018,iRODS User Group Meeting 2018,https://easychair.org/cfp/irodsugm2018,"Durham, NC, United States",1-Jun-18,5-Jun-18,"['data management', 'policy', 'metadata']",Technology
GCFD 2018,International Conference on Green Nanotechnology and Computational Fluid Dynamics,https://easychair.org/cfp/gcfd2018,"Cambridge, UK",31-Dec-17,22-Mar-18,[],Technology
HAIS2018,13th International Conference on Hybrid Artificial Intelligent Systems  (HAIS 2018),https://easychair.org/cfp/hais2018,"Oviedo, Spain",15-Jan-18,20-Jun-18,"['evolutionary computation', 'data mining', 'deep learning', 'big data modeling and visualization']",Technology
ICCC 2018,19th International Carpathian Control Conference 2018,https://easychair.org/cfp/iccc-2018,"Szilvásvárad, Hungary",31-Jan-18,28-May-18,"['control systems', 'robotics', 'artificial intelligence', 'embedded systems']",Technology
IE2AM3-2K18,"International Multi-Conference on Information Technology, Electrical, Electronics, Agriculture, Mechanical, Medical and Management",https://easychair.org/cfp/ie2am3,"Bangkok, Thailand",,15-Jan-18,"['computer science', 'electrical engineering', 'electronics engineering', 'communication engineering']",Technology
ICIKM 2018,"2018 7th International Conference on Innovation, Knowledge, and Management",https://easychair.org/cfp/ICIKM2018,"Bali, Indonesia",30-Jan-18,25-Jun-18,"['innovations', 'knowledge', 'data mining', 'urban planning']",Technology
ICCFI 2018,2018 2nd International Conference on Communications and Future Internet,https://easychair.org/cfp/ICCFI2018,"Beijing, China",5-Mar-18,27-Jul-18,"['communications', 'future internet', 'mobile learning', '4g']",Technology
ICACS 2018,"2018 2nd International Conference on Algorithms, Computing and Systems",https://easychair.org/cfp/ICACS2018,"Beijing, China",1-Mar-18,27-Jul-18,"['algorithms', 'computing', 'systems', 'modeling and simulation']",Technology
ICVRT 2018,2018 International Conference on Virtual Reality Technology,https://easychair.org/cfp/ICVRT2018,"Singapore, Singapore",5-Mar-18,15-Jun-18,"['virtual reality', 'signal processing', 'human computer interaction', 'pattern recognition']",Technology
ICERP 2018,2018 International Conference on Education Research and Policy,https://easychair.org/cfp/ICERP2018,"Beijing, China",30-Jan-18,26-May-18,"['education', 'learning', 'teaching', 'training']",Technology
ICAIP 2018,2018 the 2nd International Conference on Advances in Image Processing,https://easychair.org/cfp/ICAIP2018,"Chengdu, China",,16-Jun-18,"['computer vision', 'image processing', 'pattern recognition', 'remote sensing']",Technology
PDLAK18,PDLAK: 1st Workshop for Participatory Design in Learning Analytics,https://easychair.org/cfp/PDLAK18,"Sydney, Australia",2-Jan-18,,"['participatory design', 'learning analytics', 'collaborative design', 'students as partners']",Technology
ICICT2018,The 8th International Congress of Information and Communication Technology,https://easychair.org/cfp/ICICT-2018,"Xiamen, China",31-Dec-17,27-Jan-18,"['information security', 'information theory and coding', 'sensor/ad hoc networks', 'human computer intelligent interaction']",Technology
2018 AVAR,2018 AES International Conference on Audio for Virtual and Augmented Reality,https://easychair.org/cfp/2018AVAR,"Redmond, WA, United States",1-Jun-18,20-Aug-18,"['virtual reality', 'audio', 'augmented reality', 'computing']",Technology
ICCAIS�?2018,1st International Conference on Computer Applications & Information Security,https://easychair.org/cfp/iccais2018,"Riyadh, Saudi Arabia",5-Mar-18,4-Apr-18,"['wireless networks', 'networking and information security', 'network applications', 'computer applications']",Technology
AA2018,"Assessing Agency, Moral and Otherwise: Beyond the Machine Question",https://easychair.org/cfp/aa2018,"Liverpool, UK",21-Jan-18,4-Apr-18,[],Technology
"2018 Audio Archiving, Preservation and Restoration","2018 AES International Conference on Audio Archiving, Preservation and Restoration",https://easychair.org/cfp/2018AudioArchiving,"Culpeper, VA, United States",15-Apr-18,28-Jun-18,"['audio', 'preservation', 'libraries', 'archiving']",Technology
CAOS 2018,The 18th Annual Meeting of the International Society for Computer Assisted Orthopaedic Surgery,https://easychair.org/cfp/CAOS2018,"Beijing, China",31-Jan-18,6-Jun-18,[],Technology
RTDD2018,An International Conference on Rural Technology Development and Delivery: RuTAG and its Synergy with other Initiatives,https://easychair.org/cfp/RTDD2018,"New Delhi, India",24-Jan-18,9-Mar-18,"['sustainable rural development', 'viable rural entrepreneurship models', 'training modules for rural entrepreneurship', 'scaling up of rutag activities']",Technology
ICTRCET18,International Conference on Recent Trends in Computational Engineering and Technologies,https://easychair.org/cfp/icrtcet18,"Bangalore, India",28-Feb-18,17-May-18,"['cloud computing', 'artificial intelligence', 'machine learning', 'image processing']",Technology
SMARTCOMP 2018,4th IEEE International Conference on Smart Computing,https://easychair.org/cfp/SMARTCOMP2018,"Sicily, Italy",,18-Jun-18,"['internet of things', 'big data analytics', 'cloud computing', 'smart computing']",Technology
